City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
469,Taoudenni,ML,22.6783,-3.9836,52.59,26,0,12.93,clear sky
470,Hobyo,SO,5.3505,48.5268,76.82,70,82,18.45,broken clouds
471,Garden City,US,42.3256,-83.331,33.75,93,100,4.0,mist
472,Katsina,NG,12.9894,7.6006,65.97,26,0,9.66,clear sky
473,Acajutla,SV,13.5928,-89.8275,77.81,77,74,6.8,broken clouds
474,Martaban,MM,16.5314,97.6111,78.64,53,5,4.54,clear sky
475,Norsup,VU,-16.0667,167.3833,85.75,65,16,11.18,few clouds
476,Aksu,CN,41.1231,80.2644,25.29,46,79,1.59,broken clouds
477,Port Washington,US,40.8257,-73.6982,30.72,56,0,1.01,clear sky
478,Ustye,RU,59.6304,39.736,12.09,96,100,7.45,overcast clouds
479,Playa Del Carmen,MX,20.6274,-87.0799,78.82,91,75,8.05,broken clouds
480,Belaya Gora,RU,68.5333,146.4167,-21.03,98,100,2.86,overcast clouds
481,Malakal,SS,9.5334,31.6605,78.84,24,51,4.74,broken clouds
482,Dalby,AU,-27.1833,151.2667,86.7,51,97,2.19,overcast clouds
483,Byron Bay,AU,-28.65,153.6167,82.51,72,90,9.69,overcast clouds
484,Maine-Soroa,NE,13.2114,12.0241,67.44,20,35,11.48,scattered clouds
485,Cape Canaveral,US,28.4058,-80.6048,73.98,74,0,13.8,clear sky
486,Asau,RO,46.4333,26.4,36.75,99,100,3.47,overcast clouds
487,Agirish,RU,61.9247,63.0231,-0.6,88,10,10.38,clear sky
488,Pokrovsk,UA,48.282,37.1758,26.65,74,100,13.69,overcast clouds
489,Acapulco,MX,16.8634,-99.8901,78.62,83,20,3.44,few clouds
490,Camacha,PT,33.0833,-16.3333,60.22,67,40,14.97,scattered clouds
491,Krasnoselkup,RU,65.7,82.4667,4.53,97,100,7.34,overcast clouds
492,Vanavara,RU,60.34,102.2797,-18.54,92,38,4.09,scattered clouds
493,Geraldton,AU,-28.7667,114.6,77.41,44,7,17.27,clear sky
494,Ruidoso,US,33.3317,-105.673,49.86,35,0,6.91,clear sky
495,Parana,AR,-31.732,-60.5238,78.51,53,0,8.23,clear sky
496,Ugoofaaru,MV,5.6667,73.0,81.05,72,8,8.21,clear sky
497,Pafos,CY,34.7667,32.4167,51.71,66,20,8.05,few clouds
498,Komsomolskiy,UZ,40.4272,71.7189,38.62,81,40,0.0,mist
499,Rovaniemi,FI,66.5,25.7167,6.21,85,40,6.91,scattered clouds
500,Soyo,AO,-6.1349,12.3689,77.81,91,100,8.63,light rain
501,Celendin,PE,-6.8703,-78.1517,57.2,79,99,2.55,light rain
502,Pulaski,US,34.7668,-92.3001,58.08,87,100,3.44,mist
503,Anori,BR,-3.7728,-61.6442,72.28,97,100,1.7,overcast clouds
504,Dalvik,IS,65.9702,-18.5286,35.53,91,85,8.28,overcast clouds
505,Mga,RU,59.75,31.0667,19.83,94,100,7.29,light snow
506,Maningrida,AU,-12.0667,134.2667,89.01,51,85,6.62,overcast clouds
507,Nishihara,JP,26.1842,127.7558,71.65,62,40,5.75,scattered clouds
508,Nemuro,JP,43.3236,145.575,32.43,72,99,18.37,overcast clouds
509,Hofn,IS,64.2539,-15.2082,36.39,95,100,21.27,overcast clouds
510,Nelson Bay,AU,-32.7167,152.15,80.65,88,20,8.25,few clouds
511,Nouadhibou,MR,20.931,-17.0347,68.32,54,98,8.55,overcast clouds
512,Nhamunda,BR,-2.1861,-56.7131,73.18,94,100,0.36,light rain
513,Alice Town,BS,25.7167,-79.3,75.72,77,100,26.57,light rain
514,Tongliao,CN,43.6125,122.2653,15.53,76,13,3.58,few clouds
515,Lida,BY,53.8833,25.2997,23.76,86,100,5.46,overcast clouds
516,Kingman,US,35.1894,-114.053,55.18,49,0,6.91,clear sky
517,Wenzhou,CN,27.9994,120.6668,49.01,82,100,1.92,overcast clouds
518,Tazovskiy,RU,67.4667,78.7,-4.56,96,100,4.7,overcast clouds
519,Teterow,DE,53.7833,12.5667,34.86,82,100,15.12,overcast clouds
520,Wanning,CN,18.8003,110.3967,74.05,70,78,7.38,broken clouds
521,Bardiyah,LY,31.7561,25.0865,53.8,81,17,21.79,few clouds
522,Zonguldak,TR,41.25,31.8333,45.21,80,100,4.45,overcast clouds
523,Mozhaysk,RU,55.5019,36.0272,19.44,86,100,11.16,overcast clouds
524,Arua,UG,3.0201,30.9111,70.07,48,95,1.74,overcast clouds
525,Ngunguru,NZ,-35.6167,174.5,71.49,69,99,7.83,light rain
526,Douglas,US,41.3,-96.167,33.62,68,0,5.01,clear sky
527,Cap Malheureux,MU,-19.9842,57.6142,80.47,86,0,4.0,clear sky
528,Tucuman,AR,-26.8241,-65.2226,75.2,64,0,8.05,clear sky
529,Parsabad,IR,39.6482,47.9174,41.32,93,0,4.61,clear sky
530,Agadir,MA,30.4202,-9.5982,50.45,53,0,7.81,clear sky
531,Cervo,ES,43.6702,-7.4101,53.19,88,100,19.17,overcast clouds
532,Acari,PE,-15.4311,-74.6158,72.23,85,100,4.03,overcast clouds
533,Simpang Empat,MY,4.95,100.6333,87.8,61,29,1.83,scattered clouds
534,Huntsville,US,34.7304,-86.5861,51.33,48,0,11.99,clear sky
535,Marsh Harbour,BS,26.5412,-77.0636,73.83,66,100,23.82,overcast clouds
536,Shu,KZ,43.5983,73.7614,31.26,87,7,5.75,clear sky
537,Erzin,TR,36.9559,36.2,52.32,70,66,10.27,broken clouds
538,Severnoye,RU,56.3491,78.3619,26.98,94,100,16.82,light snow
539,Kirakira,SB,-10.4544,161.9205,86.7,66,22,12.24,few clouds
540,Parkes,AU,-33.1333,148.1833,90.36,49,15,7.07,few clouds
541,Jacareacanga,BR,-6.2222,-57.7528,71.64,99,100,1.83,moderate rain
542,Chuka,KE,-0.3332,37.6459,58.64,66,45,4.63,scattered clouds
543,Hargeysa,SO,9.56,44.065,56.66,95,50,12.57,scattered clouds
544,Lorengau,PG,-2.0226,147.2712,82.42,77,99,6.82,overcast clouds
545,Ritchie,ZA,-29.038,24.6028,61.81,74,8,9.93,clear sky
546,Sungaipenuh,ID,-2.0833,101.3833,73.62,81,79,0.98,moderate rain
547,Dunedin,NZ,-45.8742,170.5036,66.45,62,100,6.76,overcast clouds
548,Duldurga,RU,50.6761,113.5931,1.04,83,19,5.28,few clouds
549,Aranos,NA,-24.1333,19.1167,74.26,60,87,7.99,overcast clouds
550,Listvyagi,RU,53.6772,86.951,18.45,94,100,4.27,overcast clouds
551,Santiago,CL,-33.4569,-70.6483,72.28,58,0,12.66,clear sky
552,Iquique,CL,-20.2208,-70.1431,69.84,77,39,1.48,scattered clouds
553,Itoman,JP,26.1247,127.6694,72.37,61,20,2.3,few clouds
554,Curaca,BR,-8.9903,-39.9094,80.65,59,92,3.85,light rain
555,Kielce,PL,50.8703,20.6275,31.73,1,96,4.41,overcast clouds
556,Port Pirie,AU,-33.1833,138.0167,84.29,27,0,7.76,clear sky
557,Tomatlan,MX,19.9333,-105.25,64.78,92,29,2.68,scattered clouds
558,Calera,US,33.1029,-86.7536,52.32,62,0,7.0,clear sky
559,Pitimbu,BR,-7.4706,-34.8086,77.59,74,98,6.67,overcast clouds
560,Touros,BR,-5.1989,-35.4608,76.1,80,93,8.08,overcast clouds
561,Naantali,FI,60.4674,22.0243,28.85,93,100,8.05,overcast clouds
562,Rudnogorsk,RU,57.2639,103.7519,-21.82,97,10,2.13,clear sky
563,Tilichiki,RU,60.4667,166.1,1.51,85,45,10.2,scattered clouds
564,Acandi,CO,8.5063,-77.2778,74.43,90,99,4.5,overcast clouds
565,Kysyl-Syr,RU,63.8986,122.7617,-28.52,98,93,4.79,overcast clouds
566,Sambava,MG,-14.2667,50.1667,75.04,90,84,4.36,broken clouds
567,Severo-Yeniseyskiy,RU,60.3725,93.0408,18.01,90,100,11.59,light snow
568,Etah,IN,27.6333,78.6667,58.01,94,53,6.26,broken clouds
569,Wuwei,CN,37.9281,102.6414,28.76,46,96,3.02,overcast clouds
570,Fatezh,RU,52.0891,35.8632,15.78,83,99,11.18,snow
571,Vanimo,PG,-2.6741,141.3028,76.05,95,100,5.19,overcast clouds
572,Surgut,RU,61.25,73.4167,1.58,85,75,8.95,light snow
573,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.59,98,100,10.96,overcast clouds
574,Salinas,US,36.6777,-121.6555,53.51,78,0,4.72,clear sky
575,Ketchikan,US,55.3422,-131.6461,31.98,93,100,6.91,mist
576,Stornoway,GB,58.2093,-6.3865,36.93,93,75,1.01,snow
577,San Rafael,AR,-34.6177,-68.3301,83.5,26,24,12.64,few clouds
578,Mlyniv,UA,50.509,25.6168,29.93,97,100,6.8,light snow
579,Shaowu,CN,27.3409,117.4831,49.32,87,99,3.49,overcast clouds
580,Mumford,GH,5.2618,-0.759,79.88,85,47,5.37,scattered clouds
581,Porto Novo,BJ,6.4965,2.6036,80.42,83,11,5.55,few clouds
582,Krasnyy Luch,UA,48.1395,38.9371,24.15,77,98,12.57,overcast clouds
583,Alofi,NU,-19.0595,-169.9187,84.09,70,100,9.22,overcast clouds
584,Weligama,LK,5.9667,80.4167,78.69,83,77,2.89,broken clouds
585,Ayr,GB,55.4627,-4.6339,40.98,87,75,18.41,broken clouds
586,Ravar,IR,31.2656,56.8055,41.14,36,0,1.05,clear sky
587,Kisangani,CD,0.5167,25.2,72.86,83,100,1.41,overcast clouds
588,Villazon,BO,-22.0866,-65.5942,51.3,78,100,7.54,light rain
589,Gigmoto,PH,13.7796,124.39,81.19,77,57,6.49,broken clouds
590,Ghanzi,BW,-21.5667,21.7833,67.89,80,95,10.09,overcast clouds
591,Seymchan,RU,62.8833,152.4333,-5.96,98,100,1.99,overcast clouds
592,Pangkalanbuun,ID,-2.6833,111.6167,86.94,65,58,4.29,broken clouds
593,Sao Filipe,CV,14.8961,-24.4956,74.05,60,27,10.58,scattered clouds
594,Vallenar,CL,-28.5708,-70.7581,67.32,61,8,3.09,clear sky
595,Lianzhou,CN,24.7811,112.3825,49.64,80,100,4.34,overcast clouds
596,Clarence Town,AU,-32.5833,151.7833,80.51,84,71,5.99,broken clouds
597,Shar,KZ,49.5886,81.0453,15.21,90,97,11.61,overcast clouds
598,Jieshi,CN,22.8134,115.8257,64.94,70,49,7.07,scattered clouds
599,Soissons,FR,49.3333,3.3333,41.27,79,100,17.74,overcast clouds
600,Ouegoa,NC,-20.35,164.4333,84.31,70,56,7.72,broken clouds
601,Dalmeny,CA,52.3334,-106.7679,-23.3,69,0,10.36,clear sky
602,Carutapera,BR,-1.195,-46.02,75.52,88,100,2.8,overcast clouds
603,Ayagoz,KZ,47.9714,80.4392,4.06,99,94,2.24,overcast clouds
604,Changchun,CN,43.88,125.3228,10.36,58,12,5.64,few clouds
605,Bubaque,GW,11.2833,-15.8333,79.38,58,80,12.5,broken clouds
606,Zelenoborsk,RU,61.4669,64.0333,0.32,86,10,9.71,clear sky
607,Baykit,RU,61.67,96.37,0.59,98,100,5.12,light snow
608,Bien Hoa,VN,10.95,106.8167,85.98,61,41,6.2,scattered clouds
609,Pekan,MY,3.4836,103.3996,82.51,76,28,11.43,scattered clouds
610,Derzhavinsk,KZ,51.1,66.3167,6.03,92,65,13.04,broken clouds
611,Entebbe,UG,0.0644,32.4469,68.32,88,20,3.44,few clouds
612,Jablanica,BA,43.6603,17.7617,37.53,93,61,3.2,broken clouds
613,Mamallapuram,IN,12.6264,80.1722,82.45,72,8,8.63,clear sky
614,Zeya,RU,53.75,127.2667,-0.78,68,67,2.24,broken clouds
615,Xuanhua,CN,40.6103,115.0447,31.69,40,76,1.61,broken clouds
616,Iracoubo,GF,5.4802,-53.2011,75.0,85,57,7.2,broken clouds
617,Kindu,CD,-2.95,25.95,70.09,98,100,1.86,light rain
618,Noumea,NC,-22.2763,166.4572,85.98,99,43,16.98,scattered clouds
619,Gari,RU,59.4307,62.3497,-0.15,87,15,9.46,few clouds
620,Rajaldesar,IN,28.0333,74.4667,52.72,75,0,6.46,clear sky
621,Sarakhs,IR,36.5449,61.1577,39.85,52,7,5.21,clear sky
622,Inongo,CD,-1.95,18.2667,73.99,87,95,3.89,overcast clouds
623,Khasan,RU,42.4308,130.6434,21.33,37,1,12.41,clear sky
624,Prado,BR,-17.3411,-39.2208,76.42,93,100,10.07,light rain
625,Kenai,US,60.5544,-151.2583,13.08,84,100,23.02,light snow
626,Puerto Madero,MX,14.7208,-92.4215,73.6,100,20,2.3,few clouds
627,Yumen,CN,40.2833,97.2,24.96,45,100,17.07,overcast clouds
628,Varlamovo,RU,53.1897,48.4226,-4.07,100,82,2.1,broken clouds
629,Riyadh,SA,24.6877,46.7219,46.54,29,18,6.33,few clouds
630,Puerto Escondido,MX,15.85,-97.0667,77.83,83,20,3.44,few clouds
631,Lerwick,GB,60.1545,-1.1494,41.0,93,100,4.76,overcast clouds
632,Camocim,BR,-2.9022,-40.8411,77.56,79,45,9.33,moderate rain
633,Porto Santo,PT,33.072,-16.3415,62.98,67,40,14.97,scattered clouds
634,Normandin,CA,48.8333,-72.5321,-0.09,84,100,4.61,overcast clouds
635,Davila,PH,18.4726,120.5763,82.38,71,8,10.45,clear sky
636,Constantine,DZ,36.365,6.6147,40.41,81,75,12.66,broken clouds
637,Mecca,SA,21.4267,39.8261,72.64,69,0,2.21,clear sky
638,Brightwater,NZ,-41.3833,173.1167,83.21,38,100,2.04,overcast clouds
639,Cozumel,MX,20.5083,-86.9458,78.87,90,75,5.99,broken clouds
640,Lavrentiya,RU,65.5833,-171.0,-13.27,89,4,8.37,clear sky
641,Antofagasta,CL,-23.65,-70.4,65.48,78,15,0.98,few clouds
642,Peniche,PT,39.3558,-9.3811,55.11,76,14,11.18,few clouds
643,Yulara,AU,-25.2406,130.9889,100.24,10,40,12.66,scattered clouds
644,Hay River,CA,60.8156,-115.7999,-20.22,69,20,8.05,few clouds
645,Harrisonburg,US,38.4496,-78.8689,28.81,54,0,8.05,clear sky
646,Saint-Marc-Des-Carrieres,CA,46.6834,-72.0491,7.11,72,100,2.3,overcast clouds
647,Christchurch,NZ,-43.5333,172.6333,82.6,28,100,14.97,overcast clouds
648,Mount Pleasant,US,32.7941,-79.8626,46.38,91,0,0.0,clear sky
649,Keetmanshoop,NA,-26.5833,18.1333,77.88,49,86,7.43,light rain
650,Bima,ID,-8.4667,118.7167,86.85,67,52,6.76,broken clouds
651,Marystown,CA,47.1666,-55.1483,24.85,100,8,3.0,clear sky
652,Winsum,NL,53.33,6.5208,44.98,96,100,14.23,light rain
653,Kinablangan,PH,7.6947,126.5503,81.28,80,44,5.88,scattered clouds
654,Nuevo Laredo,MX,27.4763,-99.5164,57.83,94,0,4.61,mist
655,Gobabis,NA,-22.45,18.9667,69.1,66,99,8.99,overcast clouds
656,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,71.71,99,100,3.42,overcast clouds
657,Namtsy,RU,62.7161,129.6658,-34.49,98,64,1.77,broken clouds
658,Agadez,NE,19.75,10.25,48.02,30,3,9.93,clear sky
659,Ukrayinka,UA,47.9167,35.35,30.06,86,100,11.01,overcast clouds
660,Puerto Leguizamo,CO,-0.1934,-74.7819,76.69,69,90,2.91,overcast clouds
661,Pochutla,MX,15.7432,-96.4661,76.82,85,10,4.05,clear sky
662,Great Bend,US,38.3645,-98.7648,39.88,71,0,3.0,clear sky
663,Kalat,PK,29.0225,66.5916,32.13,65,3,3.67,clear sky
664,Hasaki,JP,35.7333,140.8333,54.0,40,25,8.16,scattered clouds
665,Kulu,TR,39.0951,33.0799,40.82,76,100,7.67,overcast clouds
666,Artyom,AZ,40.4723,50.333,42.94,73,76,8.21,broken clouds
667,Majdanpek,RS,44.4277,21.946,31.19,98,100,1.99,light snow
668,Nioro,GM,13.35,-15.75,72.97,17,95,6.35,overcast clouds
669,Bolshoy Lug,RU,52.0779,104.0919,-14.62,87,79,1.05,broken clouds
670,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,94,75,13.31,broken clouds
671,Gibsons,CA,49.3997,-123.5027,39.15,93,100,1.01,overcast clouds
672,Sayat,TM,38.7839,63.8803,26.47,55,44,2.66,scattered clouds
673,Turayf,SA,31.6725,38.6637,48.45,81,75,9.22,broken clouds
674,Asyut,EG,27.181,31.1837,58.37,37,84,8.03,broken clouds
675,Namuac,PH,18.6109,121.1657,77.68,78,33,9.6,scattered clouds
676,Penzance,GB,50.1186,-5.5371,46.76,72,84,30.51,broken clouds
677,Lichinga,MZ,-13.3128,35.2406,64.49,100,75,3.44,broken clouds
678,Banepa,NP,27.6298,85.5214,52.12,87,20,2.3,mist
679,Bustamante,MX,26.5333,-100.5,64.17,53,61,7.0,broken clouds
680,Vaitape,PF,-16.5167,-151.75,81.23,76,19,6.67,light rain
681,Majene,ID,-3.5403,118.9707,86.0,63,100,5.01,overcast clouds
682,West Richland,US,46.3043,-119.3614,39.04,83,0,1.01,clear sky
683,Pacific Grove,US,36.6177,-121.9166,53.1,81,0,5.01,clear sky
684,Yushala,RU,57.0761,64.2601,10.15,86,26,11.3,scattered clouds
685,Banda Aceh,ID,5.5577,95.3222,83.05,71,98,8.99,overcast clouds
686,Jipapad,PH,12.2861,125.2353,83.8,73,20,5.01,few clouds
687,Orocue,CO,4.7912,-71.3354,79.34,49,78,5.59,broken clouds
688,Cananea,MX,30.95,-110.3,52.72,62,97,3.91,overcast clouds
689,Egvekinot,RU,66.3167,-179.1667,-6.68,79,7,10.49,clear sky
690,Umm Lajj,SA,25.0213,37.2685,70.99,64,0,6.13,clear sky
691,Samana,DO,19.2056,-69.3369,73.87,88,29,7.92,scattered clouds
692,Ostrovnoy,RU,68.0531,39.5131,12.76,95,90,19.77,light snow
693,Fairbanks,US,64.8378,-147.7164,-28.98,67,0,0.0,haze
694,Bojnurd,IR,37.4747,57.329,35.55,69,75,0.0,broken clouds
695,Camana,PE,-16.6228,-72.7111,71.94,82,82,0.94,broken clouds
696,Almeirim,BR,-1.5233,-52.5817,72.93,95,100,1.07,moderate rain
697,Price,US,39.5994,-110.8107,31.26,59,0,8.05,clear sky
698,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,83,0,5.75,clear sky
699,Bagdarin,RU,54.4333,113.6,-6.0,73,14,3.51,few clouds
700,Commerce,US,34.0006,-118.1598,59.0,81,0,0.0,clear sky
701,Kyzyl-Suu,KG,42.3414,78.0056,28.04,70,79,3.94,broken clouds
702,Malyye Derbety,RU,47.9547,44.6808,24.91,78,13,10.49,few clouds
703,Hammerfest,NO,70.6634,23.6821,25.25,80,100,6.91,light snow
704,Kununurra,AU,-15.7667,128.7333,94.98,55,3,5.75,clear sky
705,Djenne,ML,13.9061,-4.5533,63.48,18,20,10.18,few clouds
