City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Brattvag,NO,2022-01-05 20:36:54,62.6002,6.4434,34.7,93,40,11.5
280,Inhambane,MZ,2022-01-05 20:36:55,-23.865,35.3833,77.76,76,87,7.94
281,Labuhan,ID,2022-01-05 20:36:55,-6.8844,112.2051,76.8,82,90,7.36
282,Bengkulu,ID,2022-01-05 20:36:56,-3.8004,102.2655,74.66,91,93,3.89
283,Fortuna,US,2022-01-05 20:36:57,40.5982,-124.1573,59.94,86,90,4.0
284,Bodo,NO,2022-01-05 20:36:57,67.28,14.405,30.78,50,40,19.57
285,Barahona,DO,2022-01-05 20:36:57,18.2085,-71.1008,85.82,58,20,11.5
286,Scicli,IT,2022-01-05 20:36:58,36.7902,14.7014,54.1,87,0,9.15
287,Nyrob,RU,2022-01-05 20:36:58,60.733,56.7202,-26.05,100,100,3.47
288,Mehamn,NO,2022-01-05 20:36:59,71.0357,27.8492,15.98,85,75,6.91
289,Anadyr,RU,2022-01-05 20:36:59,64.75,177.4833,1.9,84,20,4.0
290,Agadez,NE,2022-01-05 20:37:00,19.75,10.25,61.11,31,0,7.02
291,Christchurch,NZ,2022-01-05 20:34:13,-43.5333,172.6333,61.92,74,75,3.0
292,Pipraich,IN,2022-01-05 20:37:00,26.8264,83.53,61.32,58,96,5.93
293,Elbistan,TR,2022-01-05 20:37:01,38.2059,37.1983,29.23,84,25,1.45
294,Mathbaria,BD,2022-01-05 20:37:01,22.2876,89.9593,59.27,58,0,5.44
295,Tungor,RU,2022-01-05 20:37:02,53.3808,142.9564,-12.96,84,31,9.31
296,Tiksi,RU,2022-01-05 20:37:02,71.6872,128.8694,-34.35,96,38,4.99
297,Mattru,SL,2022-01-05 20:37:03,7.6244,-11.8332,78.46,78,34,4.34
298,Finnsnes,NO,2022-01-05 20:37:04,69.2296,17.9811,25.41,92,100,19.26
299,Kaitangata,NZ,2022-01-05 20:37:04,-46.2817,169.8464,52.93,73,73,12.95
300,Kibiti,TZ,2022-01-05 20:37:05,-7.7218,38.9375,74.68,88,90,6.58
301,Zhezkazgan,KZ,2022-01-05 20:37:05,47.8043,67.7144,18.77,94,100,5.93
302,Salmas,IR,2022-01-05 20:37:06,38.1973,44.7653,25.79,63,2,4.29
303,Nioki,CD,2022-01-05 20:37:07,-2.7167,17.6833,74.05,79,100,2.1
304,Nishihara,JP,2022-01-05 20:37:07,26.1842,127.7558,67.28,88,90,5.75
305,Sabha,LY,2022-01-05 20:37:07,27.0377,14.4283,55.78,40,23,9.4
306,Ribeira Grande,PT,2022-01-05 20:37:08,38.5167,-28.7,63.0,94,75,10.36
307,Porto Novo,BJ,2022-01-05 20:37:08,6.4965,2.6036,84.02,66,6,5.99
308,Bonthe,SL,2022-01-05 20:37:09,7.5264,-12.505,81.09,76,66,6.87
309,Caxito,AO,2022-01-05 20:37:09,-8.5785,13.6643,79.45,87,100,0.85
310,Campeche,MX,2022-01-05 20:37:10,19.0,-90.5,80.51,62,99,3.11
311,Yaan,NG,2022-01-05 20:37:11,7.3833,8.5667,82.67,23,35,5.5
312,Gornopravdinsk,RU,2022-01-05 20:37:11,60.05,69.9,-18.29,100,39,2.82
313,Virginia Beach,US,2022-01-05 20:36:50,36.8529,-75.978,52.02,94,100,8.5
314,Prado,BR,2022-01-05 20:35:09,-17.3411,-39.2208,78.1,81,100,12.17
315,Pangai,TO,2022-01-05 20:37:12,-19.8,-174.35,80.71,78,75,9.22
316,Changji,CN,2022-01-05 20:37:13,44.0167,87.3167,18.39,86,100,4.47
317,Verkhnyaya Inta,RU,2022-01-05 20:37:13,65.9811,60.3094,-27.49,99,54,6.15
318,Xacmaz,AZ,2022-01-05 20:37:14,41.4635,48.806,40.91,85,29,5.61
319,Voyvozh,RU,2022-01-05 20:37:14,62.892,54.9635,-18.35,97,49,6.69
320,Kita,ML,2022-01-05 20:37:14,13.0349,-9.4895,76.19,18,67,5.39
321,Deputatskiy,RU,2022-01-05 20:38:15,69.3,139.9,-31.9,95,96,2.01
322,Kalas,IN,2022-01-05 20:38:16,18.1667,74.8,67.62,49,42,8.1
323,Morant Bay,JM,2022-01-05 20:38:16,17.8815,-76.4093,85.62,60,4,9.6
324,Coihaique,CL,2022-01-05 20:38:17,-45.5752,-72.0662,73.35,46,20,9.22
325,Talaja,IN,2022-01-05 20:38:17,21.35,72.05,71.47,62,30,8.08
326,Taltal,CL,2022-01-05 20:38:18,-25.4,-70.4833,68.5,73,24,4.12
327,Goderich,CA,2022-01-05 20:36:20,43.7501,-81.7165,33.21,83,100,31.79
328,Maarianhamina,AX,2022-01-05 20:38:18,60.0973,19.9348,30.06,100,75,11.5
329,Corralillo,CU,2022-01-05 20:38:19,22.9819,-80.5856,76.75,70,56,7.72
330,Thaba-Tseka,LS,2022-01-05 20:38:19,-29.522,28.6084,56.97,69,70,5.08
331,Batemans Bay,AU,2022-01-05 20:38:20,-35.7167,150.1833,73.2,95,100,4.03
332,Vardo,NO,2022-01-05 20:38:21,70.3705,31.1107,17.58,93,75,14.97
333,Cap Malheureux,MU,2022-01-05 20:38:21,-19.9842,57.6142,78.48,77,77,1.01
334,Sinnamary,GF,2022-01-05 20:38:22,5.3833,-52.95,77.25,86,73,8.68
335,Sao Filipe,CV,2022-01-05 20:38:22,14.8961,-24.4956,74.79,65,65,5.73
336,Husavik,IS,2022-01-05 20:38:23,66.0449,-17.3389,37.31,70,100,17.02
337,Vila Velha,BR,2022-01-05 20:34:16,-20.3297,-40.2925,82.35,80,20,15.99
338,Sakakah,SA,2022-01-05 20:38:23,29.9697,40.2064,49.57,62,0,4.29
339,Nikolo-Pavlovskoye,RU,2022-01-05 20:38:24,57.7831,60.0578,-10.48,98,37,3.51
340,Chuy,UY,2022-01-05 20:38:24,-33.6971,-53.4616,70.16,52,0,15.7
341,Sao Gabriel Da Cachoeira,BR,2022-01-05 20:38:25,-0.1303,-67.0892,78.75,80,100,2.01
342,Kalmunai,LK,2022-01-05 20:38:25,7.4167,81.8167,75.51,90,90,8.68
343,Kuching,MY,2022-01-05 20:38:26,1.55,110.3333,73.62,94,20,2.3
344,La Ronge,CA,2022-01-05 20:38:27,55.1001,-105.2842,-16.1,91,100,8.25
345,Matara,LK,2022-01-05 20:38:27,5.9485,80.5353,74.28,90,73,4.03
346,Aitape,PG,2022-01-05 20:38:27,-3.1374,142.3475,77.4,89,100,5.55
347,San Carlos Del Zulia,VE,2022-01-05 20:38:28,9.0,-71.9135,83.84,61,57,9.73
348,Black River,JM,2022-01-05 20:38:29,18.0264,-77.8487,82.98,54,5,7.18
349,Severo-Kurilsk,RU,2022-01-05 20:38:29,50.6789,156.125,32.36,83,100,33.58
350,Burnie,AU,2022-01-05 20:38:30,-41.0667,145.9167,60.93,89,98,21.79
351,Badiraguato,MX,2022-01-05 20:38:31,25.3667,-107.5167,81.7,21,0,4.36
352,Zemio,CF,2022-01-05 20:38:31,5.0314,25.1361,71.02,40,99,1.25
353,Sola,VU,2022-01-05 20:38:32,-13.8833,167.55,81.97,72,95,14.29
354,Cortez,US,2022-01-05 20:38:32,37.3489,-108.5859,43.52,41,1,6.91
355,Maraba,BR,2022-01-05 20:38:33,-5.3686,-49.1178,87.98,66,20,5.75
356,Leopold,AU,2022-01-05 20:38:34,-38.1833,144.4667,70.18,88,90,7.0
357,Dutse,NG,2022-01-05 20:38:34,11.7594,9.3392,69.15,32,33,6.82
358,Iqaluit,CA,2022-01-05 20:38:35,63.7506,-68.5145,-5.1,96,100,17.92
359,Beihai,CN,2022-01-05 20:38:35,21.4833,109.1,65.35,91,0,7.65
360,Avila,ES,2022-01-05 20:38:36,40.5833,-5.0,39.65,98,100,7.36
361,Abu Zabad,SD,2022-01-05 20:38:36,12.35,29.25,66.76,25,3,10.58
362,San Quintin,MX,2022-01-05 20:38:37,30.4833,-115.95,63.1,63,0,8.03
363,Samarai,PG,2022-01-05 20:38:37,-10.6167,150.6667,81.99,80,99,12.17
364,Anito,PH,2022-01-05 20:38:38,12.4497,125.2886,77.52,68,100,7.58
365,San Patricio,US,2022-01-05 20:38:38,28.017,-97.5169,83.07,34,0,4.88
366,Sioux Lookout,CA,2022-01-05 20:37:50,50.1001,-91.917,-2.87,85,100,7.65
367,Vega De Alatorre,MX,2022-01-05 20:39:39,20.0333,-96.6333,75.79,71,17,9.24
368,Fuerte Olimpo,PY,2022-01-05 20:39:39,-21.0415,-57.8738,85.32,56,35,5.64
369,Belyy Yar,RU,2022-01-05 20:39:40,53.6039,91.3903,13.89,84,40,0.0
370,Rudnogorsk,RU,2022-01-05 20:39:40,57.2639,103.7519,11.1,95,100,3.51
371,Bima,ID,2022-01-05 20:39:41,-8.4667,118.7167,74.91,92,100,2.01
372,Honavar,IN,2022-01-05 20:39:41,14.2833,74.45,71.06,78,57,4.38
373,Ulladulla,AU,2022-01-05 20:39:41,-35.35,150.4667,72.77,92,100,8.32
374,Havoysund,NO,2022-01-05 20:39:42,70.9963,24.6622,16.68,87,100,7.43
375,Solnechnyy,RU,2022-01-05 20:39:42,50.7214,136.6319,-18.58,94,52,3.42
376,Kharp,RU,2022-01-05 20:39:42,66.8014,65.8081,-22.16,86,5,13.91
377,Olga,RU,2022-01-05 20:39:43,43.7444,135.2892,6.03,47,25,5.06
378,Kumluca,TR,2022-01-05 20:39:43,36.3703,30.2869,57.67,80,72,1.86
379,Magadan,RU,2022-01-05 20:39:43,59.5667,150.8,20.37,85,65,15.37
380,San Cristobal,VE,2022-01-05 20:39:44,7.7669,-72.225,78.98,36,10,3.94
381,Dossor,KZ,2022-01-05 20:39:44,47.5272,52.9811,24.64,89,18,6.67
382,Presidente Olegario,BR,2022-01-05 20:39:44,-18.4178,-46.4181,77.2,93,82,4.5
383,Tual,ID,2022-01-05 20:39:45,-5.6667,132.75,83.07,76,94,21.45
384,Kjollefjord,NO,2022-01-05 20:39:45,70.9457,27.3465,15.85,85,75,6.91
385,Ostrovnoy,RU,2022-01-05 20:39:46,68.0531,39.5131,2.12,91,99,13.44
386,Petropavlovka,RU,2022-01-05 20:39:46,50.6114,105.3196,-6.5,93,33,3.06
387,Ostersund,SE,2022-01-05 20:39:47,63.1792,14.6357,12.65,92,5,4.61
388,Rincon,US,2022-01-05 20:38:24,32.296,-81.2354,63.05,70,40,10.36
389,Oga,IT,2022-01-05 20:39:47,46.4631,10.347,24.96,91,100,10.16
390,Namibe,AO,2022-01-05 20:39:48,-15.1961,12.1522,68.79,86,44,3.47
391,Saint-Augustin,CA,2022-01-05 20:39:48,51.226,-58.6502,10.49,80,100,4.94
392,Saiha,IN,2022-01-05 20:39:49,22.4833,92.9667,51.31,58,0,3.76
393,Buriti Dos Lopes,BR,2022-01-05 20:39:49,-3.175,-41.8669,78.55,76,96,9.93
394,Gat,IL,2022-01-05 20:39:50,31.61,34.7642,57.4,100,0,1.03
395,Aguada De Pasajeros,CU,2022-01-05 20:39:50,22.385,-80.8508,82.54,57,77,4.88
396,Meadow Lake,US,2022-01-05 20:39:51,34.8014,-106.5436,54.48,26,0,6.58
397,Pemangkat,ID,2022-01-05 20:39:51,1.1667,108.9667,77.77,86,93,3.74
398,Lagos,NG,2022-01-05 20:39:33,6.5833,3.75,78.04,72,10,3.91
399,Krasnoselkup,RU,2022-01-05 20:35:12,65.7,82.4667,-9.31,97,100,12.53
400,Tuatapere,NZ,2022-01-05 20:39:52,-46.1333,167.6833,52.83,72,100,9.4
401,Te Anau,NZ,2022-01-05 20:39:53,-45.4167,167.7167,54.9,57,29,5.1
402,Shahrud,IR,2022-01-05 20:39:53,36.4182,54.9763,31.44,83,52,5.86
403,Aksum,ET,2022-01-05 20:39:54,14.1245,38.7244,58.17,47,70,2.3
404,Kaoma,ZM,2022-01-05 20:39:54,-14.7833,24.8,63.72,98,94,3.87
405,Hit,IQ,2022-01-05 20:39:54,33.6416,42.8251,48.31,67,0,3.09
406,Amapa,BR,2022-01-05 20:39:55,1.0,-52.0,74.91,98,100,3.83
407,Prince Rupert,CA,2022-01-05 20:39:55,54.3161,-130.3201,11.75,75,96,8.08
408,Yairipok,IN,2022-01-05 20:39:56,24.6667,94.0667,47.75,82,79,1.74
409,Constitucion,CL,2022-01-05 20:39:56,-35.3333,-72.4167,66.51,63,8,17.34
410,Saurimo,AO,2022-01-05 20:39:57,-9.6608,20.3916,63.84,96,99,2.04
411,Butembo,CD,2022-01-05 20:39:57,0.15,29.2833,57.79,80,79,3.06
412,Sitka,US,2022-01-05 20:39:58,57.0531,-135.33,19.29,63,1,0.0
413,Oyek,RU,2022-01-05 20:40:58,52.5861,104.4556,7.18,97,63,3.89
414,Esso,RU,2022-01-05 20:40:59,55.9333,158.7,6.48,96,47,4.65
415,Noumea,NC,2022-01-05 20:40:45,-22.2763,166.4572,80.01,99,96,11.41
416,Isangel,VU,2022-01-05 20:37:47,-19.55,169.2667,84.31,79,40,6.91
417,Plavsk,RU,2022-01-05 20:40:59,53.7094,37.2919,33.89,93,100,11.74
418,Ballina,AU,2022-01-05 20:40:59,-28.8667,153.5667,76.96,93,90,10.36
419,Ketchikan,US,2022-01-05 20:41:00,55.3422,-131.6461,21.18,62,1,0.0
420,Beyneu,KZ,2022-01-05 20:41:00,45.3167,55.2,30.74,88,99,11.5
421,Kayes,ML,2022-01-05 20:41:01,14.0,-11.0,79.43,15,10,6.78
422,Faya,SA,2022-01-05 20:41:01,18.3851,42.4509,53.71,77,82,2.26
423,Pulawy,PL,2022-01-05 20:41:02,51.4166,21.9694,36.95,78,99,12.53
424,Scotch Plains,US,2022-01-05 20:41:02,40.6554,-74.3899,48.47,88,75,1.01
425,Los Llanos De Aridane,ES,2022-01-05 20:41:02,28.6585,-17.9182,62.35,74,75,13.0
426,Laguna,US,2022-01-05 20:41:03,38.421,-121.4238,65.64,88,90,3.44
427,Shirokiy,RU,2022-01-05 20:41:03,49.758,129.523,-24.14,99,27,5.19
428,Quatre Cocos,MU,2022-01-05 20:41:04,-20.2078,57.7625,78.1,79,81,6.93
429,Novopokrovka,UA,2022-01-05 20:41:04,49.8425,36.5477,35.98,100,100,4.79
430,Rio Gallegos,AR,2022-01-05 20:40:58,-51.6226,-69.2181,55.45,82,90,20.71
431,Kununurra,AU,2022-01-05 20:41:04,-15.7667,128.7333,82.38,83,99,0.0
432,Aykhal,RU,2022-01-05 20:41:05,66.0,111.5,-13.59,100,100,9.75
433,Bossangoa,CF,2022-01-05 20:41:05,6.4926,17.4552,75.72,32,33,1.79
434,Berlevag,NO,2022-01-05 20:41:06,70.8578,29.0864,15.75,86,75,9.22
435,Lydenburg,ZA,2022-01-05 20:41:06,-25.0978,30.4597,61.27,81,90,0.89
436,Bose,IT,2022-01-05 20:41:07,45.4612,8.0137,42.24,35,60,8.34
437,Altar,MX,2022-01-05 20:41:07,30.7,-111.8167,67.84,17,0,7.23
438,Takoradi,GH,2022-01-05 20:41:07,4.8845,-1.7554,81.21,78,100,5.41
439,Byron Bay,AU,2022-01-05 20:41:08,-28.65,153.6167,76.95,92,48,12.62
440,Tilichiki,RU,2022-01-05 20:41:08,60.4667,166.1,0.28,97,67,8.57
441,Yoichi,JP,2022-01-05 20:41:08,43.2039,140.7703,14.22,74,80,5.93
442,Band,RO,2022-01-05 20:41:09,46.5833,24.3833,51.58,76,75,3.44
443,Pervomayskoye,RU,2022-01-05 20:41:09,43.919,46.7102,38.17,81,61,8.79
444,Abu Samrah,SY,2022-01-05 20:41:10,35.3029,37.1841,53.33,85,62,5.79
445,Tiszanana,HU,2022-01-05 20:41:10,47.5667,20.5333,44.62,80,94,14.41
446,Kargat,RU,2022-01-05 20:41:11,55.1956,80.2811,-7.11,100,58,6.93
447,Tautira,PF,2022-01-05 20:41:11,-17.7333,-149.15,86.02,74,76,4.21
448,Kodinsk,RU,2022-01-05 20:41:11,58.6881,99.1844,20.39,97,100,3.51
449,Pringsewu,ID,2022-01-05 20:41:12,-5.3582,104.9744,72.79,97,65,1.23
450,Pinili,PH,2022-01-05 20:41:12,17.9517,120.5278,71.96,78,85,4.18
451,Maryville,US,2022-01-05 20:39:05,35.7565,-83.9705,54.27,70,75,1.99
452,Russell,US,2022-01-05 20:37:50,32.3502,-85.1999,61.88,76,88,4.72
453,Port Hawkesbury,CA,2022-01-05 20:39:52,45.6169,-61.3485,40.59,88,100,7.0
454,Talnakh,RU,2022-01-05 20:41:13,69.4865,88.3972,-3.8,92,100,11.34
455,Yerbogachen,RU,2022-01-05 20:41:13,61.2767,108.0108,15.28,96,100,5.06
456,Kulhudhuffushi,MV,2022-01-05 20:41:14,6.6221,73.07,81.21,75,100,10.56
457,Mahibadhoo,MV,2022-01-05 20:41:14,3.7833,72.9667,81.79,79,93,15.14
458,Manzanillo,CU,2022-01-05 20:42:14,20.3433,-77.1167,81.81,48,0,13.49
459,Kusa,RU,2022-01-05 20:42:15,55.3383,59.4406,-7.98,98,61,2.57
460,Samarinda,ID,2022-01-05 20:42:15,-0.5,117.15,73.31,99,100,3.87
461,Dire Dawa,ET,2022-01-05 20:42:16,9.5931,41.8661,67.71,83,59,2.3
462,Rafai,CF,2022-01-05 20:42:16,4.95,23.9167,71.6,37,99,1.79
463,Vanavara,RU,2022-01-05 20:42:16,60.34,102.2797,18.34,96,100,6.11
464,Along,IN,2022-01-05 20:42:17,28.1667,94.7667,49.77,71,95,1.68
465,Great Falls,US,2022-01-05 20:37:52,47.5002,-111.3008,-6.32,65,90,1.01
466,Pontiac,US,2022-01-05 20:42:17,42.6389,-83.2911,25.81,74,90,12.66
467,Caborca,MX,2022-01-05 20:42:18,30.5838,-111.101,67.84,15,0,6.11
468,Palmares Do Sul,BR,2022-01-05 20:42:18,-30.2578,-50.5097,71.92,82,100,17.4
469,Shamkhal,RU,2022-01-05 20:42:18,43.0596,47.3373,35.58,86,45,6.93
470,Havelock,US,2022-01-05 20:41:41,34.8791,-76.9013,59.94,95,90,1.01
471,Nyurba,RU,2022-01-05 20:42:19,63.2842,118.3319,-20.45,97,100,6.15
472,Urumqi,CN,2022-01-05 20:42:19,43.801,87.6005,14.95,86,100,4.47
473,Bayan,CN,2022-01-05 20:42:20,46.0833,127.4,-6.29,99,89,5.06
474,Cabo Rojo,PR,2022-01-05 20:42:20,18.0866,-67.1457,82.9,78,75,8.19
475,Houma,US,2022-01-05 20:42:20,29.5958,-90.7195,69.01,64,90,6.91
476,Moerai,PF,2022-01-05 20:42:21,-22.4333,-151.3333,78.1,78,77,10.13
477,Svetlaya,RU,2022-01-05 20:42:21,46.5389,138.3297,5.58,64,5,5.1
478,Harindanga,IN,2022-01-05 20:42:21,22.0383,88.3214,58.98,34,0,5.75
479,Cherskiy,RU,2022-01-05 20:42:22,68.75,161.3,-13.58,100,100,3.18
480,Hastings,GB,2022-01-05 20:39:47,50.8552,0.5729,39.88,73,7,9.48
481,Ouallam,NE,2022-01-05 20:42:23,14.3188,2.0866,71.73,23,26,9.75
482,Fort Wellington,GY,2022-01-05 20:42:23,6.4,-57.6,78.73,73,98,8.5
483,Athabasca,CA,2022-01-05 20:42:23,54.7169,-113.2854,-15.05,91,93,3.71
484,Grindavik,IS,2022-01-05 20:42:24,63.8424,-22.4338,41.9,93,75,31.07
485,Grafton,US,2022-01-05 20:42:24,42.207,-71.6856,52.05,83,90,14.97
486,Jatiroto,ID,2022-01-05 20:42:25,-7.8833,111.1167,71.47,77,100,1.5
487,Gaziantep,TR,2022-01-05 20:42:25,37.0594,37.3825,47.55,93,75,0.0
488,Walvis Bay,NA,2022-01-05 20:42:25,-22.9575,14.5053,61.09,82,0,3.44
489,Bubaque,GW,2022-01-05 20:42:26,11.2833,-15.8333,79.88,71,38,11.27
490,George,ZA,2022-01-05 20:42:26,-33.963,22.4617,62.15,88,90,9.22
491,Hirara,JP,2022-01-05 20:42:27,24.8,125.2833,71.13,77,100,14.32
492,Leningradskiy,RU,2022-01-05 20:42:27,69.3833,178.4167,5.94,84,9,3.09
493,Sur,OM,2022-01-05 20:42:27,22.5667,59.5289,70.11,57,0,5.48
494,Alexandria,EG,2022-01-05 20:42:28,31.2156,29.9553,57.16,72,0,3.44
495,San Manuel Chaparron,GT,2022-01-05 20:42:28,14.5167,-89.7667,81.23,36,0,6.69
496,Ulaanbaatar,MN,2022-01-05 20:42:28,47.9077,106.8832,4.69,75,0,5.59
497,Tayga,RU,2022-01-05 20:42:29,56.06,85.6197,11.25,93,100,7.45
498,Parry Sound,CA,2022-01-05 20:38:55,45.3501,-80.033,35.22,98,100,7.76
499,Callaway,US,2022-01-05 20:42:29,30.153,-85.5699,68.99,52,20,1.99
500,Dingle,PH,2022-01-05 20:42:30,10.9995,122.6711,72.63,90,100,8.57
501,Aleksandrov Gay,RU,2022-01-05 20:40:52,50.147,48.5704,16.39,91,100,10.31
502,Sao Joao Da Barra,BR,2022-01-05 20:43:30,-21.6403,-41.0511,84.29,86,91,18.7
503,Aveiras De Cima,PT,2022-01-05 20:43:31,39.138,-8.8993,56.55,90,78,10.29
504,Pijijiapan,MX,2022-01-05 20:43:31,15.7011,-93.23,87.48,49,8,8.63
505,Jizan,SA,2022-01-05 20:43:32,17.3333,42.6667,76.14,68,53,3.4
506,Smolenka,RU,2022-01-05 20:43:33,52.1352,113.4974,-18.06,76,78,0.0
507,Thio,NC,2022-01-05 20:43:33,-21.6167,166.2167,73.36,85,100,11.36
508,Mezen,RU,2022-01-05 20:43:34,65.8522,44.24,2.1,94,100,9.24
509,Hovd,MN,2022-01-05 20:43:34,48.0056,91.6419,2.19,77,97,2.06
510,Lixourion,GR,2022-01-05 20:43:35,38.2019,20.4314,58.14,90,21,14.99
511,Havre-Saint-Pierre,CA,2022-01-05 20:43:35,50.2334,-63.5986,14.54,93,100,9.55
512,Tailai,CN,2022-01-05 20:43:36,46.3833,123.4,-7.65,92,6,5.28
513,Cabo San Lucas,MX,2022-01-05 20:40:51,22.8909,-109.9124,80.51,46,1,4.61
514,Okmulgee,US,2022-01-05 20:40:45,35.6234,-95.9605,42.91,39,1,12.66
515,Lavrentiya,RU,2022-01-05 20:43:37,65.5833,-171.0,12.83,49,31,4.79
516,Mitu,CO,2022-01-05 20:41:26,1.1983,-70.1733,88.97,44,70,2.24
517,Promyshlennaya,RU,2022-01-05 20:43:37,54.9159,85.6385,14.95,91,100,6.91
518,Rabat,MA,2022-01-05 20:43:38,33.9911,-6.8401,53.15,91,40,0.0
519,Nantucket,US,2022-01-05 20:43:38,41.2835,-70.0995,53.71,81,75,21.85
520,Egvekinot,RU,2022-01-05 20:43:38,66.3167,-179.1667,17.13,68,90,3.74
521,High Rock,BS,2022-01-05 20:43:39,26.6208,-78.2833,77.02,65,0,5.35
522,Pisz,PL,2022-01-05 20:40:53,53.6274,21.8125,35.85,84,86,12.95
523,Porto Velho,BR,2022-01-05 20:43:39,-8.7619,-63.9039,75.25,94,75,6.91
524,Alamos,MX,2022-01-05 20:43:40,27.0167,-108.9333,69.71,18,14,4.61
525,Yabrud,SY,2022-01-05 20:43:41,33.9674,36.6574,37.06,86,1,4.83
526,Diffa,NE,2022-01-05 20:43:41,13.3154,12.6113,69.13,25,93,6.17
527,Paramonga,PE,2022-01-05 20:43:41,-10.6667,-77.8333,73.31,76,34,9.44
528,Saint-Francois,FR,2022-01-05 20:43:42,46.4154,3.9054,34.68,89,40,6.91
529,Yeppoon,AU,2022-01-05 20:43:42,-23.1333,150.7333,76.78,72,4,8.1
530,Denpasar,ID,2022-01-05 20:43:42,-8.65,115.2167,78.46,88,40,10.36
531,Chumikan,RU,2022-01-05 20:43:43,54.7183,135.315,-15.38,84,2,19.22
532,Sao Bento Do Sul,BR,2022-01-05 20:43:43,-26.2503,-49.3786,71.24,93,87,4.12
533,Minsk,BY,2022-01-05 20:43:43,53.9,27.5667,31.75,99,100,4.5
534,Cayenne,GF,2022-01-05 20:43:44,4.9333,-52.3333,80.64,86,75,4.61
535,Navrongo,GH,2022-01-05 20:43:44,10.8956,-1.0921,78.46,19,93,8.05
536,Sretensk,RU,2022-01-05 20:43:45,52.2453,117.7093,-18.87,99,45,1.43
537,Vestmannaeyjar,IS,2022-01-05 20:43:45,63.4427,-20.2734,42.64,90,100,49.19
538,Topolobampo,MX,2022-01-05 20:43:45,25.6,-109.05,78.06,35,0,16.75
539,Alcala De Henares,ES,2022-01-05 20:43:45,40.4821,-3.36,43.25,93,75,2.3
540,Ushibuka,JP,2022-01-05 20:43:46,32.1906,130.0228,49.78,89,100,9.95
541,Marsh Harbour,BS,2022-01-05 20:43:46,26.5412,-77.0636,74.08,68,5,5.66
542,Saint-Joseph,RE,2022-01-05 20:43:47,-21.3667,55.6167,77.38,82,100,7.9
543,Jardim,BR,2022-01-05 20:43:47,-21.4803,-56.1381,83.86,58,79,13.96
544,Gerardmer,FR,2022-01-05 20:43:47,48.0735,6.8779,34.0,96,100,2.13
545,Den Helder,NL,2022-01-05 20:43:48,52.9599,4.7593,44.58,72,9,17.0
546,Shieli,KZ,2022-01-05 20:43:48,44.1667,66.75,32.74,69,100,2.42
547,Torres,BR,2022-01-05 20:43:49,-29.3353,-49.7269,75.83,92,90,13.18
548,Karratha,AU,2022-01-05 20:43:49,-20.7377,116.8463,83.93,72,56,4.52
549,Kavieng,PG,2022-01-05 20:44:50,-2.5744,150.7967,82.22,77,99,13.29
550,Kantabanji,IN,2022-01-05 20:44:50,20.4833,82.9167,62.06,52,3,0.47
551,Lac Du Bonnet,CA,2022-01-05 20:44:51,50.2536,-96.0612,-4.11,88,100,8.19
552,Itacare,BR,2022-01-05 20:44:29,-14.2775,-38.9967,84.09,79,77,6.67
553,Ahmadpur Sial,PK,2022-01-05 20:44:51,30.6754,71.7483,49.87,86,0,6.22
554,Acapulco,MX,2022-01-05 20:43:34,16.8634,-99.8901,84.02,74,1,8.05
555,Sal Rei,CV,2022-01-05 20:44:52,16.1833,-22.9167,73.96,74,89,15.05
556,Opuwo,NA,2022-01-05 20:44:52,-18.0607,13.84,69.53,33,80,7.65
557,Mayumba,GA,2022-01-05 20:44:52,-3.432,10.6554,77.92,92,100,6.06
558,Margate,GB,2022-01-05 20:44:53,51.3813,1.3862,40.69,75,97,5.01
559,Waingapu,ID,2022-01-05 20:44:53,-9.6567,120.2641,76.75,83,100,4.09
